Node Number;X Location (m);Y Location (m);Z Location (m)
397;-1.504;-2.5827;-10.573
398;-1.7;-2.4169;-10.509
399;-1.7;-2.5181;-10.508
400;-1.7;-2.5301;-10.556
401;-1.7;-2.5827;-10.573
402;-1.6017;-2.5907;-10.616
403;-1.7;-2.5907;-10.685
404;-0.79476;-2.5907;-10.616
405;-0.69461;-2.5907;-10.685
406;-0.99686;-2.5907;-10.616
407;-0.896;-2.5907;-10.685
408;-1.1996;-2.5907;-10.616
409;-1.0986;-2.5907;-10.685
410;-1.4023;-2.5907;-10.616
411;-1.3011;-2.5907;-10.685
412;-1.5033;-2.5907;-10.685
413;-1.4021;-2.5907;-10.754
414;-1.5028;-2.5907;-10.861
415;-1.6015;-2.5907;-10.754
416;-1.2001;-2.5907;-10.754
417;-1.3013;-2.5907;-10.861
418;-0.99776;-2.5907;-10.754
419;-1.0996;-2.5907;-10.861
420;-0.79585;-2.5907;-10.754
421;-0.89733;-2.5907;-10.861
422;-0.69604;-2.5907;-10.861
423;-1.4019;-2.5907;-10.968
424;-1.6012;-2.5907;-10.968
425;-1.2008;-2.5907;-10.968
426;-0.99916;-2.5907;-10.968
427;-0.79753;-2.5907;-10.968
428;-1.7;-2.5907;-10.861
